Plant name,Leaf shape,Margin,Surface texture,Leaf arrangement,Apex,Base,Leaf type,Venation,Petiole,Cross-section,Internal tissue,Orientation,Aroma,Color,Thickness,Size category
Indian Beech,Ovate,Crenate,Waxy,Alternate,Acute,Uneven,Compound,Pinnate,Slender,Flat,Woody,Erect,Faint,Green,Thick,Large
Indian Beech,Lanceolate,Entire,Glossy,Opposite,Pointed,Cuneate,Compound,Pinnate,Slender,Round,Woody,Upright,Faint,Green,Thick,Large
Indian Beech,Lanceolate,Entire,Waxy,Alternate,Acute,Round,Compound,Pinnate,Slender,Flattened,Woody,Erect,Fragrant,Green,Thick,Large
Indian Beech,Ovate,Entire,Shiny,Spiral,Acuminate,Tapered,Compound,Pinnate,Long,Concave,Leathery,Vertical,Fragrant,Green,Thick,Large
Indian Beech,Ovate,Crenate,Glossy,Alternate,Pointed,Tapered,Compound,Pinnate,Long,Flat,Fibrous,Upright,Nut-like,Green,Thick,Large
Indian Beech,Ovate,Crenate,Shiny,Spiral,Pointed,Round,Compound,Pinnate,Slender,Flat,Woody,Spreading,Aromatic,Dark green,Thick,Large
Indian Beech,Lanceolate,Entire,Glossy,Opposite,Acute,Cuneate,Compound,Pinnate,Long,Round,Woody,Vertical,Nut-like,Green,Thick,Large
Indian Beech,Ovate,Entire,Shiny,Spiral,Acuminate,Round,Compound,Pinnate,Slender,Concave,Woody,Ascending,Fragrant,Green,Thick,Large
Indian Beech,Ovate,Entire,Rough,Opposite,Pointed,Tapered,Compound,Pinnate,Visible,Flat,Fibrous,Erect,Faint,Green,Thick,Large
Indian Beech,Ovate,Entire,Shiny,Alternate,Acuminate,Cuneate,Compound,Pinnate,Long,Flattened,Leathery,Vertical,Faint,Green,Thick,Large
Indian Beech,Oblong,Entire,Shiny,Opposite,Pointed,Cuneate,Compound,Pinnate,Present,Round,Fibrous,Spreading,Nut-like,Green,Thick,Large
Indian Beech,Elliptic,Crenate,Waxy,Spiral,Pointed,Cuneate,Compound,Pinnate,Present,Round,Fibrous,Upright,Mild,Green,Thick,Large
Indian Beech,Ovate,Entire,Waxy,Opposite,Pointed,Round,Compound,Pinnate,Present,Triangular,Leathery,Ascending,Aromatic,Green,Thick,Large
Indian Beech,Ovate,Crenate,Glossy,Alternate,Pointed,Round,Compound,Pinnate,Visible,Concave,Woody,Upright,Mild,Green,Thick,Large
Indian Beech,Ovate,Entire,Smooth,Alternate,Acute,Cuneate,Compound,Pinnate,Present,Flattened,Woody,Upright,Aromatic,Green,Thick,Large
Indian Beech,Elliptic,Crenate,Glossy,Alternate,Acute,Tapered,Compound,Pinnate,Visible,Concave,Woody,Vertical,Mild,Dark green,Thick,Large
Indian Beech,Oblong,Entire,Glossy,Alternate,Acute,Tapered,Compound,Pinnate,Present,Flat,Woody,Ascending,Mild,Green,Thick,Large
Indian Beech,Lanceolate,Entire,Smooth,Alternate,Pointed,Cuneate,Compound,Pinnate,Long,Flat,Fibrous,Ascending,Fragrant,Green,Thick,Large
Indian Beech,Lanceolate,Entire,Rough,Spiral,Acuminate,Tapered,Compound,Pinnate,Long,Concave,Fibrous,Ascending,Mild,Bright green,Thick,Large
Indian Beech,Elliptic,Wavy,Glossy,Alternate,Pointed,Round,Compound,Pinnate,Visible,Triangular,Leathery,Vertical,Fragrant,Dark green,Thick,Large
Indian Birthwort,Elliptical,Crenate,Glossy,Alternate,Mucronate,Cuneate,Simple,Reticulate,Present,Convex,Soft,Ascending,Slightly bitter,Green,Thin,Medium
Indian Birthwort,Lanceolate,Crenate,Hairy,Alternate,Acute,Truncate,Simple,Reticulate,Present,Convex,Fibrous,Upright,Slightly bitter,Greenish,Thin,Small
Indian Birthwort,Lanceolate,Undulate,Smooth,Spiral,Mucronate,Truncate,Simple,Reticulate,Present,Flat,Soft,Ascending,Mild,Green,Thin,Small
Indian Birthwort,Oval,Entire,Glossy,Spiral,Acute,Cuneate,Simple,Reticulate,Short,Flattened,Spongy,Upright,Mild,Green,Thin,Medium
Indian Birthwort,Cordate,Serrate,Hairy,Opposite,Acuminate,Cordate,Simple,Reticulate,Short,Convex,Fibrous,Upright,Mild,Green,Thin,Small
Indian Birthwort,Cordate,Undulate,Velvety,Alternate,Acute,Heart-shaped,Simple,Reticulate,Present,Convex,Loose,Horizontal,Pungent,Bluish green,Thin,Small
Indian Birthwort,Ovate,Entire,Velvety,Opposite,Acute,Heart-shaped,Simple,Reticulate,Present,Flat,Soft,Upright,Mild,Light green,Thin,Medium
Indian Birthwort,Cordate,Entire,Rough,Spiral,Acute,Heart-shaped,Simple,Reticulate,Short,Convex,Fibrous,Upright,Slightly bitter,Green,Thin,Small
Indian Birthwort,Cordate,Undulate,Smooth,Opposite,Acuminate,Cuneate,Simple,Reticulate,Short,Convex,Spongy,Upright,Slightly bitter,Light green,Thin,Small
Indian Birthwort,Oval,Undulate,Smooth,Opposite,Acute,Cuneate,Simple,Reticulate,Short,Convex,Fibrous,Horizontal,Weak,Greenish,Thin,Medium
Indian Birthwort,Oval,Entire,Rough,Opposite,Acute,Heart-shaped,Simple,Reticulate,Present,Flat,Fibrous,Ascending,Pungent,Green,Thin,Medium
Indian Birthwort,Lanceolate,Serrate,Rough,Spiral,Acute,Truncate,Simple,Reticulate,Short,Flattened,Loose,Upright,Bitter,Bluish green,Thin,Medium
Indian Birthwort,Elliptical,Undulate,Glossy,Alternate,Acute,Heart-shaped,Simple,Reticulate,Present,Convex,Fibrous,Horizontal,Weak,Green,Thin,Small
Indian Birthwort,Cordate,Undulate,Velvety,Opposite,Acute,Cuneate,Simple,Reticulate,Present,Convex,Loose,Ascending,Weak,Bluish green,Thin,Medium
Indian Birthwort,Oval,Entire,Velvety,Alternate,Mucronate,Cuneate,Simple,Reticulate,Present,Convex,Spongy,Upright,Weak,Green,Thin,Medium
Indian Birthwort,Cordate,Entire,Smooth,Alternate,Acute,Heart-shaped,Simple,Reticulate,Present,Flat,Spongy,Horizontal,Mild,Green,Thin,Medium
Indian Birthwort,Oval,Undulate,Hairy,Opposite,Pointed,Cordate,Simple,Reticulate,Short,Convex,Soft,Upright,Slightly bitter,Light green,Thin,Small
Indian Birthwort,Ovate,Crenate,Glossy,Alternate,Mucronate,Cuneate,Simple,Reticulate,Present,Convex,Fibrous,Ascending,Pungent,Green,Thin,Medium
Indian Birthwort,Elliptical,Entire,Velvety,Alternate,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Fibrous,Spreading,Weak,Greenish,Thin,Small
Indian Birthwort,Elliptical,Serrate,Smooth,Alternate,Mucronate,Cordate,Simple,Reticulate,Short,Convex,Loose,Upright,Mild,Greenish,Thin,Medium
Indian lilac,Lanceolate,Serrated,Leathery,Opposite,Pointed,Cuneate,Simple,Pinnate,Short,Flat,Fibrous,Upright,Bitter,Green,Medium,Medium
Indian lilac,Oblong,Undulate,Glossy,Opposite,Acute,Cuneate,Simple,Reticulate,Present,Convex,Fibrous,Upright,Medicinal,Greenish,Medium,Medium
Indian lilac,Oblong,Serrate,Glossy,Opposite,Pointed,Cuneate,Simple,Reticulate,Present,Convex,Woody,Vertical,Strong,Light green,Medium,Medium
Indian lilac,Elliptical,Crenate,Hairy,Alternate,Acute,Cuneate,Simple,Reticulate,Present,Convex,Fibrous,Upright,Bitter,Dark green,Medium,Medium
Indian lilac,Elliptical,Undulate,Smooth,Opposite,Acuminate,Cuneate,Simple,Reticulate,Short,Convex,Woody,Vertical,Bitter,Greenish,Thin,Large
Indian lilac,Elliptical,Serrated,Leathery,Opposite,Acuminate,Truncate,Simple,Reticulate,Short,Convex,Woody,Upright,Strong,Green,Thick,Medium
Indian lilac,Ovate,Serrated,Smooth,Whorled,Acute,Cuneate,Simple,Pinnate,Present,Convex,Fibrous,Upright,Bitter,Green,Medium,Medium
Indian lilac,Oblong,Crenate,Glossy,Whorled,Pointed,Cuneate,Simple,Reticulate,Short,Flat,Woody,Upright,Bitter,Greenish,Thin,Medium
Indian lilac,Lanceolate,Serrate,Hairy,Whorled,Acuminate,Cuneate,Simple,Pinnate,Present,Convex,Fibrous,Vertical,Strong,Greenish,Thin,Large
Indian lilac,Elliptical,Serrate,Leathery,Opposite,Pointed,Cuneate,Simple,Pinnate,Short,Convex,Woody,Vertical,Medicinal,Dark green,Medium,Medium
Indian lilac,Ovate,Serrate,Leathery,Alternate,Pointed,Truncate,Simple,Reticulate,Short,Flat,Woody,Vertical,Strong,Dark green,Thick,Large
Indian lilac,Elliptical,Serrate,Smooth,Alternate,Acuminate,Cuneate,Simple,Pinnate,Present,Convex,Woody,Ascending,Strong,Dark green,Thick,Medium
Indian lilac,Lanceolate,Serrated,Smooth,Alternate,Acuminate,Cuneate,Simple,Reticulate,Short,Convex,Fibrous,Upright,Bitter,Dark green,Medium,Large
Indian lilac,Lanceolate,Serrated,Hairy,Opposite,Acuminate,Cuneate,Simple,Reticulate,Short,Convex,Woody,Spreading,Bitter,Green,Medium,Large
Indian lilac,Ovate,Serrated,Leathery,Whorled,Acuminate,Cuneate,Simple,Reticulate,Short,Convex,Fibrous,Ascending,Sharp,Green,Thin,Medium
Indian lilac,Lanceolate,Crenate,Smooth,Opposite,Acute,Cuneate,Simple,Pinnate,Present,Flat,Fibrous,Upright,Strong,Light green,Thick,Large
Indian lilac,Lanceolate,Undulate,Hairy,Alternate,Acute,Cuneate,Simple,Pinnate,Present,Convex,Fibrous,Upright,Strong,Dark green,Medium,Large
Indian lilac,Elliptical,Crenate,Smooth,Whorled,Mucronate,Cuneate,Simple,Pinnate,Present,Flat,Fibrous,Ascending,Sharp,Light green,Thin,Medium
Indian lilac,Elliptical,Serrated,Smooth,Opposite,Acuminate,Cuneate,Simple,Pinnate,Present,Convex,Woody,Upright,Bitter,Green,Medium,Large
Indian lilac,Oblong,Undulate,Hairy,Alternate,Mucronate,Cuneate,Simple,Pinnate,Present,Flat,Fibrous,Ascending,Medicinal,Green,Medium,Large
Indian Mustard,Oblong,Undulate,Glossy,Opposite,Pointed,Truncate,Simple,Pinnate,Present,Flat,Fibrous,Upright,Pungent,Dark green,Thick,Large
Indian Mustard,Elliptical,Serrated,Leathery,Whorled,Pointed,Cuneate,Simple,Reticulate,Short,Convex,Fibrous,Upright,Pungent,Dark green,Thick,Large
Indian Mustard,Oblong,Crenate,Glossy,Alternate,Acuminate,Cuneate,Simple,Pinnate,Present,Flat,Woody,Vertical,Strong,Green,Medium,Large
Indian Mustard,Elliptical,Entire,Leathery,Alternate,Mucronate,Cuneate,Simple,Pinnate,Present,Flat,Woody,Spreading,Strong,Green,Thick,Medium
Indian Mustard,Lanceolate,Serrated,Hairy,Opposite,Acute,Truncate,Simple,Reticulate,Short,Convex,Fibrous,Ascending,Spicy,Greenish,Medium,Medium
Indian Mustard,Elliptical,Undulate,Leathery,Alternate,Pointed,Truncate,Simple,Pinnate,Present,Flat,Fibrous,Ascending,Spicy,Dark green,Medium,Large
Indian Mustard,Oval,Undulate,Smooth,Opposite,Mucronate,Cuneate,Simple,Pinnate,Present,Flat,Fibrous,Spreading,Spicy,Green,Medium,Medium
Indian Mustard,Oval,Entire,Smooth,Opposite,Mucronate,Cuneate,Simple,Reticulate,Short,Convex,Fibrous,Ascending,Pungent,Green,Medium,Large
Indian Mustard,Oblong,Crenate,Smooth,Whorled,Pointed,Cuneate,Simple,Pinnate,Present,Convex,Fibrous,Upright,Spicy,Dark green,Medium,Medium
Indian Mustard,Lanceolate,Serrated,Smooth,Opposite,Acuminate,Cuneate,Simple,Pinnate,Short,Flat,Fibrous,Vertical,Spicy,Green,Medium,Large
Indian Mustard,Ovate,Entire,Smooth,Alternate,Pointed,Cuneate,Simple,Pinnate,Present,Flat,Fibrous,Upright,Pungent,Dark green,Medium,Medium
Indian Mustard,Oval,Serrated,Leathery,Opposite,Pointed,Cuneate,Simple,Pinnate,Short,Flat,Fibrous,Ascending,Strong,Dark green,Medium,Large
Indian Mustard,Lanceolate,Serrated,Leathery,Alternate,Pointed,Cuneate,Simple,Reticulate,Present,Convex,Fibrous,Upright,Spicy,Dark green,Medium,Medium
Indian Mustard,Lanceolate,Undulate,Leathery,Alternate,Mucronate,Cuneate,Simple,Reticulate,Present,Convex,Fibrous,Vertical,Pungent,Dark green,Medium,Large
Indian Mustard,Lanceolate,Undulate,Hairy,Opposite,Mucronate,Truncate,Simple,Pinnate,Present,Convex,Fibrous,Vertical,Spicy,Green,Medium,Medium
Indian Mustard,Lanceolate,Undulate,Glossy,Alternate,Pointed,Cuneate,Simple,Pinnate,Short,Convex,Fibrous,Vertical,Spicy,Dark green,Medium,Medium
Indian Mustard,Ovate,Serrated,Smooth,Alternate,Acute,Cuneate,Simple,Pinnate,Short,Flat,Fibrous,Vertical,Spicy,Dark green,Medium,Medium
Indian Mustard,Lanceolate,Undulate,Hairy,Alternate,Acuminate,Truncate,Simple,Reticulate,Short,Convex,Fibrous,Vertical,Pungent,Greenish,Medium,Medium
Indian Mustard,Elliptical,Entire,Leathery,Alternate,Pointed,Cuneate,Simple,Pinnate,Short,Convex,Fibrous,Spreading,Pungent,Green,Thick,Medium
Indian Mustard,Oblong,Serrated,Leathery,Alternate,Pointed,Cuneate,Simple,Pinnate,Present,Convex,Fibrous,Upright,Strong,Green,Medium,Medium
Indian olives,Elliptical,Serrate,Glossy,Opposite,Acuminate,Cuneate,Simple,Reticulate,Short,Flat,Woody,Spreading,Mild,Dark green,Medium,Large
Indian olives,Elliptical,Entire,Glossy,Opposite,Acute,Cuneate,Simple,Reticulate,Present,Flat,Fibrous,Vertical,Mild,Green,Medium,Large
Indian olives,Elliptical,Entire,Glossy,Opposite,Pointed,Cuneate,Simple,Pinnate,Short,Flat,Fibrous,Upright,Mild,Greenish,Medium,Large
Indian olives,Elliptical,Entire,Glossy,Alternate,Acute,Cuneate,Simple,Pinnate,Present,Flat,Woody,Upright,Mild,Light green,Medium,Large
Indian olives,Ovate,Crenate,Smooth,Opposite,Mucronate,Truncate,Simple,Reticulate,Short,Convex,Fibrous,Ascending,Mild,Greenish,Medium,Large
Indian olives,Ovate,Undulate,Glossy,Alternate,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Fibrous,Upright,Mild,Green,Medium,Large
Indian olives,Ovate,Crenate,Smooth,Alternate,Mucronate,Cuneate,Simple,Pinnate,Present,Convex,Woody,Vertical,Fresh,Dark green,Medium,Large
Indian olives,Elliptical,Crenate,Leathery,Alternate,Acute,Cuneate,Simple,Reticulate,Short,Flat,Woody,Spreading,Mild,Dark green,Medium,Large
Indian olives,Elliptical,Crenate,Glossy,Opposite,Acuminate,Cuneate,Simple,Pinnate,Short,Flat,Fibrous,Vertical,Mild,Dark green,Medium,Medium
Indian olives,Oblong,Crenate,Leathery,Alternate,Acute,Cuneate,Simple,Reticulate,Short,Flat,Woody,Vertical,Fresh,Dark green,Medium,Medium
Indian olives,Lanceolate,Entire,Glossy,Alternate,Pointed,Cuneate,Simple,Pinnate,Short,Flat,Fibrous,Ascending,Mild,Greenish,Medium,Large
Indian olives,Elliptical,Entire,Glossy,Whorled,Acute,Cuneate,Simple,Pinnate,Short,Flat,Fibrous,Upright,Mild,Green,Medium,Large
Indian olives,Oblong,Undulate,Smooth,Whorled,Pointed,Cuneate,Simple,Pinnate,Short,Convex,Fibrous,Upright,Fresh,Green,Medium,Medium
Indian olives,Oblong,Entire,Glossy,Whorled,Acuminate,Cuneate,Simple,Reticulate,Present,Convex,Woody,Ascending,Mild,Greenish,Medium,Large
Indian olives,Elliptical,Undulate,Glossy,Alternate,Acuminate,Cuneate,Simple,Reticulate,Short,Flat,Fibrous,Upright,Mild,Light green,Medium,Large
Indian olives,Ovate,Crenate,Smooth,Opposite,Acute,Cuneate,Simple,Reticulate,Short,Flat,Fibrous,Ascending,Mild,Green,Thick,Large
Indian olives,Lanceolate,Crenate,Glossy,Opposite,Mucronate,Cuneate,Simple,Reticulate,Present,Convex,Woody,Upright,Mild,Greenish,Thick,Large
Indian olives,Elliptical,Serrate,Leathery,Whorled,Acute,Cuneate,Simple,Reticulate,Short,Convex,Fibrous,Upright,Mild,Greenish,Medium,Large
Indian olives,Lanceolate,Serrate,Leathery,Alternate,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Woody,Spreading,Strong,Dark green,Thick,Large
Indian olives,Ovate,Entire,Leathery,Whorled,Acute,Truncate,Simple,Reticulate,Short,Convex,Fibrous,Spreading,Mild,Dark green,Thick,Large
Indian shot,Elliptical,Entire,Waxy,Alternate,Acuminate,Cuneate,Simple,Parallel,Present,Flat,Watery,Ascending,Sweet,Green,Fleshy,Large
Indian shot,Elliptical,Entire,Glossy,Whorled,Mucronate,Cuneate,Simple,Parallel,Short,Flat,Watery,Upright,Sweet,Greenish,Thick,Large
Indian shot,Ovate,Serrate,Waxy,Whorled,Acuminate,Cuneate,Simple,Parallel,Present,Flat,Watery,Ascending,Sweet,Greenish,Thick,Large
Indian shot,Elliptical,Entire,Smooth,Alternate,Acute,Tapered,Simple,Parallel,Short,Flat,Watery,Upright,Sweet,Greenish,Thick,Large
Indian shot,Ovate,Crenate,Leathery,Spiral,Mucronate,Cuneate,Simple,Parallel,Short,Convex,Juicy,Ascending,Sweet,Green,Thick,Large
Indian shot,Ovate,Smooth,Waxy,Alternate,Acuminate,Cordate,Simple,Parallel,Present,Round,Watery,Erect,Fragrant,Green,Thick,Large
Indian shot,Ovate,Serrate,Leathery,Alternate,Pointed,Tapered,Simple,Parallel,Short,Convex,Watery,Spreading,Pleasant,Green,Fleshy,Large
Indian shot,Elliptical,Serrate,Leathery,Alternate,Acuminate,Cordate,Simple,Parallel,Present,Round,Juicy,Upright,Sweet,Greenish,Fleshy,Large
Indian shot,Elliptical,Smooth,Waxy,Alternate,Acuminate,Cuneate,Simple,Parallel,Short,Convex,Juicy,Upright,Sweet,Dark green,Thick,Large
Indian shot,Ovate,Smooth,Waxy,Whorled,Mucronate,Cuneate,Simple,Parallel,Present,Round,Juicy,Upright,Fragrant,Green,Thick,Large
Indian shot,Elliptical,Serrate,Smooth,Whorled,Pointed,Cuneate,Simple,Parallel,Present,Round,Juicy,Upright,Sweet,Green,Thick,Large
Indian shot,Lanceolate,Crenate,Glossy,Alternate,Pointed,Tapered,Simple,Parallel,Short,Flat,Watery,Ascending,Sweet,Dark green,Fleshy,Large
Indian shot,Elliptical,Crenate,Waxy,Alternate,Acuminate,Cordate,Simple,Parallel,Short,Convex,Juicy,Ascending,Pleasant,Green,Thick,Large
Indian shot,Lanceolate,Crenate,Glossy,Basal,Pointed,Cordate,Simple,Parallel,Present,Round,Juicy,Erect,Fragrant,Greenish,Fleshy,Large
Indian shot,Ovate,Smooth,Waxy,Alternate,Mucronate,Cuneate,Simple,Parallel,Present,Round,Watery,Upright,Sweet,Greenish,Thick,Large
Indian shot,Elliptical,Crenate,Leathery,Alternate,Acuminate,Cuneate,Simple,Parallel,Short,Convex,Watery,Upright,Fragrant,Green,Thick,Large
Indian shot,Elliptical,Entire,Leathery,Basal,Acuminate,Cuneate,Simple,Parallel,Present,Flat,Juicy,Spreading,Sweet,Green,Fleshy,Large
Indian shot,Elliptical,Smooth,Waxy,Whorled,Acute,Cordate,Simple,Parallel,Present,Convex,Juicy,Spreading,Fragrant,Green,Fleshy,Large
Indian shot,Lanceolate,Crenate,Smooth,Spiral,Pointed,Cuneate,Simple,Parallel,Present,Convex,Juicy,Ascending,Pleasant,Dark green,Fleshy,Large
Indian shot,Ovate,Serrate,Glossy,Alternate,Acute,Tapered,Simple,Parallel,Short,Convex,Watery,Upright,Fragrant,Green,Thick,Large
Indian Spurge Tree,Ovate,Toothed,Hairy,Opposite,Acuminate,Tapered,Simple,Reticulate,Short,Flat,Watery,Upright,Acrid,Green,Thick,Medium
Indian Spurge Tree,Lanceolate,Entire,Rough,Whorled,Mucronate,Cuneate,Simple,Reticulate,Short,Convex,Woody,Upright,Sharp,Green,Medium,Large
Indian Spurge Tree,Elliptical,Serrated,Leathery,Alternate,Acute,Tapered,Simple,Pinnate,Present,Flat,Fibrous,Ascending,Pungent,Dark green,Thick,Large
Indian Spurge Tree,Elliptical,Crenate,Smooth,Spiral,Acuminate,Cuneate,Simple,Reticulate,Short,Flat,Fibrous,Ascending,Acrid,Green,Thick,Large
Indian Spurge Tree,Lobed,Toothed,Rough,Alternate,Acuminate,Cordate,Simple,Reticulate,Present,Convex,Fibrous,Spreading,Acrid,Green,Thick,Large
Indian Spurge Tree,Ovate,Entire,Leathery,Alternate,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Watery,Upright,Strong,Green,Thick,Large
Indian Spurge Tree,Ovate,Crenate,Smooth,Spiral,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Fibrous,Vertical,Acrid,Greenish,Fleshy,Large
Indian Spurge Tree,Elliptical,Crenate,Hairy,Whorled,Mucronate,Cuneate,Simple,Reticulate,Short,Convex,Watery,Vertical,Strong,Green,Fleshy,Medium
Indian Spurge Tree,Lanceolate,Toothed,Rough,Alternate,Pointed,Cuneate,Simple,Pinnate,Short,Flat,Fibrous,Ascending,Pungent,Dark green,Thick,Large
Indian Spurge Tree,Oval,Crenate,Hairy,Opposite,Pointed,Cuneate,Simple,Reticulate,Short,Flat,Watery,Upright,Strong,Green,Thick,Medium
Indian Spurge Tree,Oval,Entire,Smooth,Opposite,Mucronate,Cuneate,Simple,Reticulate,Present,Flat,Fibrous,Upright,Strong,Green,Thick,Medium
Indian Spurge Tree,Lobed,Entire,Rough,Alternate,Pointed,Cuneate,Simple,Reticulate,Present,Flat,Woody,Ascending,Sharp,Green,Medium,Large
Indian Spurge Tree,Oval,Crenate,Hairy,Spiral,Acuminate,Cordate,Simple,Pinnate,Short,Flat,Watery,Upright,Pungent,Green,Thick,Large
Indian Spurge Tree,Lobed,Serrated,Smooth,Whorled,Mucronate,Cuneate,Simple,Reticulate,Present,Convex,Woody,Upright,Acrid,Green,Thick,Large
Indian Spurge Tree,Lobed,Toothed,Rough,Spiral,Acuminate,Cordate,Simple,Reticulate,Short,Convex,Fibrous,Vertical,Acrid,Green,Thick,Large
Indian Spurge Tree,Oval,Entire,Rough,Alternate,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Fibrous,Vertical,Acrid,Dark green,Thick,Large
Indian Spurge Tree,Ovate,Entire,Leathery,Opposite,Acuminate,Cordate,Simple,Reticulate,Short,Flat,Fibrous,Vertical,Acrid,Dark green,Thick,Large
Indian Spurge Tree,Elliptical,Crenate,Smooth,Alternate,Pointed,Cuneate,Simple,Reticulate,Present,Flat,Woody,Ascending,Acrid,Green,Fleshy,Large
Indian Spurge Tree,Oval,Crenate,Hairy,Opposite,Acuminate,Cuneate,Simple,Reticulate,Present,Flat,Fibrous,Ascending,Sharp,Green,Thick,Medium
Indian Spurge Tree,Elliptical,Crenate,Hairy,Alternate,Acuminate,Cordate,Simple,Reticulate,Present,Flat,Fibrous,Upright,Pungent,Greenish,Thick,Large
Indian squill,Linear,Entire,Glossy,Basal,Pointed,Truncate,Simple,Parallel,,Flat,Juicy,Erect,Bitter,Green,Fleshy,Medium
Indian squill,Linear,Entire,Waxy,Basal,Acute,Cuneate,Simple,Parallel,,Flat,Watery,Upright,Mild,Green,Thick,Medium
Indian squill,Linear,Entire,Smooth,Basal,Acuminate,Cuneate,Simple,Parallel,Absent,Flat,Watery,Vertical,Medicinal,Green,Fleshy,Medium
Indian squill,Linear,Crenate,Glossy,Basal,Acuminate,Truncate,Simple,Parallel,Absent,Triangular,Juicy,Upright,Medicinal,Light green,Fleshy,Small
Indian squill,Linear,Entire,Glossy,Basal,Acute,Cuneate,Simple,Parallel,Absent,Flat,Watery,Erect,Bitter,Green,Thick,Small
Indian squill,Lanceolate,Entire,Glossy,Basal,Pointed,Truncate,Simple,Parallel,,Triangular,Juicy,Erect,Mild,Green,Fleshy,Medium
Indian squill,Ovate,Entire,Glossy,Basal,Acute,Cuneate,Simple,Parallel,,Triangular,Gel-like,Vertical,Pungent,Green,Fleshy,Medium
Indian squill,Oblong,Entire,Glossy,Basal,Acuminate,Cuneate,Simple,Parallel,,Flat,Watery,Vertical,Pungent,Light green,Fleshy,Small
Indian squill,Ovate,Entire,Waxy,Basal,Acute,Cuneate,Simple,Parallel,,Flat,Watery,Upright,Bitter,Green,Thick,Small
Indian squill,Linear,Entire,Smooth,Basal,Acute,Cuneate,Simple,Parallel,Absent,Flat,Watery,Upright,Strong,Green,Thick,Medium
Indian squill,Linear,Crenate,Glossy,Basal,Acuminate,Cuneate,Simple,Parallel,Absent,Flat,Watery,Upright,Pungent,Green,Thick,Medium
Indian squill,Linear,Entire,Waxy,Basal,Acuminate,Cuneate,Simple,Parallel,,Flat,Gel-like,Erect,Pungent,Green,Thick,Medium
Indian squill,Linear,Crenate,Glossy,Basal,Pointed,Tapered,Simple,Parallel,Absent,Flat,Gel-like,Upright,Medicinal,Green,Thick,Medium
Indian squill,Lanceolate,Entire,Glossy,Basal,Pointed,Tapered,Simple,Parallel,,Flat,Watery,Vertical,Medicinal,Light green,Thick,Medium
Indian squill,Linear,Entire,Glossy,Basal,Acute,Cuneate,Simple,Parallel,,Flat,Juicy,Erect,Medicinal,Green,Thick,Medium
Indian squill,Linear,Entire,Smooth,Basal,Acute,Tapered,Simple,Parallel,Absent,Triangular,Watery,Upright,Pungent,Green,Thick,Medium
Indian squill,Linear,Crenate,Glossy,Basal,Pointed,Tapered,Simple,Parallel,,Flat,Watery,Upright,Mild,Green,Thick,Medium
Indian squill,Linear,Entire,Glossy,Basal,Pointed,Cuneate,Simple,Parallel,,Flat,Watery,Vertical,Strong,Light green,Thick,Small
Indian squill,Ovate,Entire,Waxy,Basal,Pointed,Tapered,Simple,Parallel,,Flat,Watery,Upright,Bitter,Green,Fleshy,Small
Indian squill,Ovate,Entire,Smooth,Basal,Pointed,Tapered,Simple,Parallel,,Flat,Gel-like,Upright,Pungent,Green,Thick,Medium
Insulin,Elliptical,Crenate,Glossy,Whorled,Pointed,Truncate,Simple,Reticulate,Short,Flat,Juicy,Upright,Slightly bitter,Dark green,Fleshy,Medium
Insulin,Lance-shaped,Crenate,Waxy,Alternate,Acute,Truncate,Simple,Reticulate,Short,Flat,Juicy,Upright,Sweetish,Green,Thick,Medium
Insulin,Lanceolate,Entire,Waxy,Whorled,Acute,Cuneate,Simple,Reticulate,Short,Flat,Fibrous,Upright,Slightly bitter,Green,Fleshy,Large
Insulin,Ovate,Entire,Waxy,Spiral,Mucronate,Truncate,Simple,Reticulate,Short,Flat,Fibrous,Upright,Slightly bitter,Green,Fleshy,Medium
Insulin,Lanceolate,Entire,Glossy,Alternate,Pointed,Cuneate,Simple,Reticulate,Short,Convex,Fibrous,Upright,Mild,Dark green,Fleshy,Medium
Insulin,Lanceolate,Entire,Waxy,Alternate,Acute,Cuneate,Simple,Reticulate,Short,Flat,Watery,Upright,Sweetish,Green,Fleshy,Medium
Insulin,Lance-shaped,Entire,Leathery,Spiral,Acuminate,Cuneate,Simple,Reticulate,Short,Flat,Watery,Spreading,Sweet,Green,Thick,Large
Insulin,Lanceolate,Crenate,Waxy,Opposite,Mucronate,Cuneate,Simple,Reticulate,Short,Convex,Fibrous,Spreading,Fragrant,Greenish,Fleshy,Medium
Insulin,Ovate,Serrated,Glossy,Alternate,Pointed,Cuneate,Simple,Reticulate,Short,Convex,Fibrous,Upright,Mild,Green,Thick,Medium
Insulin,Ovate,Serrated,Smooth,Opposite,Mucronate,Cuneate,Simple,Reticulate,Short,Convex,Fibrous,Ascending,Mild,Greenish,Medium,Medium
Insulin,Ovate,Entire,Waxy,Opposite,Mucronate,Truncate,Simple,Reticulate,Short,Flat,Watery,Upright,Mild,Green,Fleshy,Medium
